task,train_seed,stdmax,eval_noise_sigma,diag_seed,num_probe_states,horizon,atr_q90,same_radius_q90,clean_transition_l2_median,smpr,same_radius_median,semantic_diff_l2_median,semantic_margin_median,semantic_pair_count,smpr_status,smpr_pair_rule,atr_source,smpr_source
Reacher,3073,0.07,0.08,9101,100,8,0.08391022999214207,0.5827128291130066,6.944478988647461,0.9899999499320984,0.3182663321495056,18.59591293334961,18.18914031982422,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3073,0.08,0.08,9101,100,8,0.07983325670074502,0.5674574375152588,7.108033180236816,0.9899999499320984,0.24963852763175964,18.781494140625,18.58181381225586,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.0,0.08,9101,100,8,2.5791641540531067,17.943042755126953,6.956921577453613,0.7299999594688416,15.50346565246582,18.78811264038086,2.203559398651123,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.01,0.08,9101,100,8,2.3961164203351046,16.64195442199707,6.9453864097595215,0.9199999570846558,5.222437858581543,18.535602569580078,10.098895072937012,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.02,0.08,9101,100,8,2.0959519810047227,14.641153335571289,6.985443115234375,0.949999988079071,3.211557388305664,18.61239242553711,14.224571228027344,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.03,0.08,9101,100,8,0.28342804287613466,1.9798216819763184,6.985270977020264,0.9799999594688416,0.8581265211105347,18.722869873046875,17.712059020996094,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.04,0.08,9101,100,8,0.13970067865464328,0.9755398035049438,6.983071327209473,0.9899999499320984,0.3968650698661804,18.48821449279785,17.801149368286133,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.05,0.08,9101,100,8,0.1074369736155499,0.7661603689193726,7.131254196166992,1.0,0.3362635672092438,18.681182861328125,18.35089874267578,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.06,0.08,9101,100,8,0.10127330669045415,0.7214694023132324,7.123983860015869,0.9899999499320984,0.34951186180114746,18.63885498046875,18.23627281188965,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.07,0.08,9101,100,8,0.08935972252532325,0.630268394947052,7.053159713745117,0.9899999499320984,0.29565078020095825,18.927478790283203,18.476932525634766,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Reacher,3074,0.08,0.08,9101,100,8,0.07801434049559372,0.5573290586471558,7.143930912017822,1.0,0.2837485074996948,18.933528900146484,18.448070526123047,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.0,0.08,9101,100,8,2.2742336070066784,21.663156509399414,9.52547550201416,0.4899999797344208,19.304704666137695,19.119104385375977,-0.11974334716796875,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.01,0.08,9101,100,8,2.0776750575894734,18.83902359008789,9.067358016967773,0.8100000023841858,14.114470481872559,19.263473510742188,4.398467540740967,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.02,0.08,9101,100,8,0.04780825968518538,0.5130972266197205,10.732397079467773,1.0,0.26467907428741455,19.74068260192871,19.35691261291504,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.03,0.08,9101,100,8,0.7240019399862586,6.891856670379639,9.519113540649414,0.9899999499320984,3.5857391357421875,19.294891357421875,15.25413703918457,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.04,0.08,9101,100,8,0.3680051470679651,3.3592426776885986,9.128249168395996,1.0,1.5105278491973877,19.179920196533203,17.45124626159668,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.05,0.08,9101,100,8,0.030684271457932382,0.3877565264701843,12.636980056762695,1.0,0.15207713842391968,19.20478057861328,19.03295135498047,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.06,0.08,9101,100,8,0.13599607434451766,1.3079760074615479,9.617748260498047,1.0,0.6446176767349243,19.127622604370117,18.39617156982422,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.07,0.08,9101,100,8,0.10016446149654128,0.9823007583618164,9.806879043579102,1.0,0.5082409977912903,19.21463394165039,18.668975830078125,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3072,0.08,0.08,9101,100,8,0.09119283847319774,0.889130175113678,9.75,1.0,0.46777892112731934,19.330080032348633,18.855880737304688,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.0,0.08,9101,100,8,2.3036574016869658,21.94066619873047,9.524274826049805,0.41999998688697815,19.532798767089844,18.91353988647461,-0.41057491302490234,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.01,0.08,9101,100,8,1.7766762916055157,16.13872528076172,9.083661079406738,0.9099999666213989,10.75545883178711,18.956043243408203,7.624826431274414,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.02,0.08,9101,100,8,1.0559506338552718,9.999229431152344,9.469409942626953,0.9799999594688416,6.422414779663086,19.198246002197266,12.239564895629883,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.03,0.08,9101,100,8,0.6640239554413109,6.460719108581543,9.729647636413574,0.9899999499320984,3.6454434394836426,19.230743408203125,15.142491340637207,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.04,0.08,9101,100,8,0.3884189434786768,3.6789331436157227,9.471559524536133,1.0,1.9114463329315186,19.030208587646484,17.044601440429688,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.05,0.08,9101,100,8,0.2046304788834513,1.9530102014541626,9.544082641601562,1.0,1.069823980331421,19.20700454711914,17.997264862060547,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.06,0.08,9101,100,8,0.13415380353433165,1.2868865728378296,9.592620849609375,1.0,0.5571248531341553,19.088253021240234,18.332454681396484,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.07,0.08,9101,100,8,0.12339337259711963,1.1739400625228882,9.513801574707031,1.0,0.5290162563323975,19.129762649536133,18.460758209228516,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3073,0.08,0.08,9101,100,8,0.10161935750323704,0.942011296749115,9.269998550415039,1.0,0.43552595376968384,19.18606948852539,18.66754722595215,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.0,0.08,9101,100,8,2.3820318136256216,21.607158660888672,9.070894241333008,0.44999998807907104,19.159801483154297,19.19805908203125,-0.26813793182373047,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.01,0.08,9101,100,8,1.987435815476264,18.60129165649414,9.359442710876465,0.8199999928474426,14.969030380249023,19.14296531677246,3.479539394378662,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.02,0.08,9101,100,8,1.528283791830296,14.5150785446167,9.49763298034668,0.949999988079071,9.873297691345215,19.418567657470703,8.672127723693848,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.03,0.08,9101,100,8,0.7462273498721302,7.353127956390381,9.853736877441406,0.9899999499320984,4.0869526863098145,19.26729965209961,14.930548667907715,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.04,0.08,9101,100,8,0.4423437108904243,3.930297374725342,8.88516616821289,1.0,2.4289886951446533,19.097593307495117,16.354267120361328,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.05,0.08,9101,100,8,0.1729362073456146,1.5994999408721924,9.249074935913086,1.0,0.8500505685806274,19.400360107421875,18.404645919799805,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.06,0.08,9101,100,8,0.13771769795984484,1.3135037422180176,9.537653923034668,1.0,0.6556985378265381,19.015087127685547,18.255714416503906,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.07,0.08,9101,100,8,0.11252082096609282,1.0730323791503906,9.536300659179688,1.0,0.5031808614730835,19.251047134399414,18.68000030517578,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
Cube,3074,0.08,0.08,9101,100,8,0.107951619452755,0.9963685870170593,9.229769706726074,1.0,0.5603379011154175,19.20611572265625,18.54102325439453,100,ok,task-grounded label contrast within closest state-distance neighborhood,assets/paper1_data/acpc_phase0_lewm_three_seed.json,assets/paper1_data/semantic_task_grounded_margin_lewm_full_sweep_20260708.json
